cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
03728-000;-23.501378;-46.5073005;05520-000;-23.589424800000003;-46.72932479999999
02854-000;-23.4584724;-46.6974573;04297-000;-23.6317848;-46.6046343
04846-000;-23.7570314;-46.67657;05433-000;-23.5538359;-46.6904554
03625-000;-23.5143235;-46.5114946;03272-000;-23.6000122;-46.5144569
04857-000;-23.7865465;-46.6826067;05175-000;-23.4744407;-46.7395937
03121-000;-23.5621022;-46.5978592;01526-000;-23.5641757;-46.631494
01141-000;-23.5693989;-46.6466205;03185-000;-23.5566908;-46.5943868
05756-000;-23.623969;-46.75138949999999;03164-000;-23.5498154;-46.6115849
03907-000;-23.5866153;-46.5077454;05074-000;-23.5189742;-46.7048158
03125-000;-23.5704815;-46.5876009;05791-000;-23.6459947;-46.782922
04348-000;-23.6460579;-46.6521581;02013-000;-23.5025718;-46.6273021
03168-000;-23.5497004;-46.5960461;04552-000;-23.5940202;-46.6860241
08042-000;-23.508967;-46.4389261;01303-000;-23.5491306;-46.6485864
03575-000;-23.5546675;-46.509836;04005-000;-23.5740181;-46.64440399999999
03633-000;-23.529278;-46.5471732;04552-000;-23.5940202;-46.6860241
03215-000;-23.6082789;-46.5576499;02534-000;-23.4974739;-46.65332979999999
02318-000;-23.4497089;-46.5873123;01420-000;-23.5657588;-46.6551785
04672-000;-23.6594452;-46.6996879;03725-000;-23.5087473;-46.51811110000001
03257-000;-23.611393600000003;-46.52896610000001;03187-000;-23.5624368;-46.5715903
03613-000;-23.5183223;-46.5340162;02266-000;-23.4775089;-46.5984274
03210-000;-23.5964344;-46.5556688;03156-000;-23.5811754;-46.5698414
04270-000;-23.5909812;-46.6132789;04814-000;-23.720435;-46.6741555
04816-000;-23.7052401;-46.68550140000001;05038-000;-23.5144616;-46.7005211
05565-000;-23.5959894;-46.7901815;03385-000;-23.5835522;-46.52528820000001
04833-000;-23.7383177;-46.70028920000001;05726-000;-23.6195342;-46.73485609999999
08151-000;-23.5076249;-46.4044739;02118-000;-23.5175423;-46.58912479999999
04549-000;-23.6032927;-46.676712;02305-000;-23.4794174;-46.6080802
03625-000;-23.5143235;-46.5114946;05424-000;-23.5697554;-46.69746929999999
04014-000;-23.5832724;-46.6412965;04571-000;-23.6069438;-46.6954541
03690-000;-23.527349800000003;-46.4790647;03180-000;-23.561388600000004;-46.5876735
05632-000;-23.6019539;-46.73376029999999;04745-000;-23.6573889;-46.7061901
05036-000;-23.5163686;-46.6905783;04530-000;-23.5840174;-46.6736548
03694-000;-23.5398461;-46.47656629999999;04852-000;-23.758213;-46.66263350000001
08485-000;-23.596900100000006;-46.40456349999999;03365-000;-23.5692036;-46.539326
02615-000;-23.4727975;-46.65288779999999;04340-000;-23.6688385;-46.6442701
02119-000;-23.5175423;-46.58912479999999;01423-000;-23.567162;-46.65890870000001
04054-000;-23.616044;-46.6429234;01155-000;-23.5313116;-46.6609642
01410-000;-23.564249;-46.6623807;03320-000;-23.5462729;-46.5641488
03009-000;-23.5342539;-46.6252336;04632-000;-23.6306888;-46.6679277
04047-000;-23.6070329;-46.6409684;04317-000;-23.6430666;-46.6349367
02021-000;-23.4979028;-46.6341765;02275-000;-23.4660464;-46.591761
02045-000;-23.4982006;-46.6156404;04814-000;-23.720435;-46.6741555
03312-000;-23.5437272;-46.5614093;02227-000;-23.479626100000004;-46.5722508
04337-000;-23.6617927;-46.6441879;05409-000;-23.5586809;-46.6748032
03257-000;-23.611393600000003;-46.52896610000001;03584-000;-23.559123;-46.4885939
03581-000;-23.552807;-46.4975467;02804-000;-23.4815593;-46.6997206
01426-000;-23.5647685;-46.66693490000001;03736-000;-23.5087473;-46.51811110000001
02203-000;-23.4948753;-46.59241760000001;01014-000;-23.5454449;-46.633731
02017-000;-23.5000629;-46.6302681;04015-000;-23.5840561;-46.63704310000001
04046-000;-23.6094836;-46.6380689;05374-000;-23.5801122;-46.76086420000001
02925-000;-23.5008851;-46.69974939999999;04809-000;-23.7159508;-46.69755749999999
02532-000;-23.4966587;-46.6596646;08340-000;-23.5986079;-46.4644024
03821-000;-23.4890401;-46.5030656;01222-000;-23.5430134;-46.64113099999999
04913-000;-23.677088;-46.7399915;02127-000;-23.5061454;-46.5906823
04676-000;-23.6670077;-46.6893559;05596-000;-23.5810164;-46.7453931
03989-000;-23.6015543;-46.5120503;03165-000;-23.5566908;-46.5943868
08473-000;-23.5794706;-46.39410400000001;01452-000;-23.5651099;-46.6916924
05862-000;-23.661872;-46.7639005;04904-000;-23.6702544;-46.7355044
03912-000;-23.5815255;-46.522881;02185-000;-23.5173069;-46.5676857
02021-000;-23.4979028;-46.6341765;03085-000;-23.532074100000006;-46.567621
05528-000;-23.5971311;-46.7508475;02078-000;-23.5024455;-46.59567979999999
03905-000;-23.5789139;-46.5144605;03137-000;-23.586177;-46.5896669
04042-000;-23.6025765;-46.6380467;01224-000;-23.5415979;-46.6531815
04904-000;-23.6702544;-46.7355044;01512-000;-23.5539527;-46.6311295
02925-000;-23.5008851;-46.69974939999999;05037-000;-23.5148269;-46.686229
03089-000;-23.5371166;-46.558232200000006;03604-000;-23.522532;-46.5517745
01543-000;-23.5752538;-46.6230673;02234-000;-23.4799831;-46.5698414
03567-000;-23.5408124;-46.4861866;04523-000;-23.6042647;-46.6648005
04843-000;-23.7361069;-46.6954144;05780-000;-23.6467713;-46.7635879
05586-000;-23.5733005;-46.7273775;05304-000;-23.5244609;-46.7354314
04303-000;-23.6245182;-46.6373947;05359-000;-23.571452;-46.74390560000001
03261-000;-23.5848114;-46.5511723;02435-000;-23.4807722;-46.6384544
02312-000;-23.4661768;-46.5993846;03210-000;-23.5964344;-46.5556688
03360-000;-23.5697294;-46.545334;01451-000;-23.5842928;-46.68200299999999
05586-000;-23.5733005;-46.7273775;01308-000;-23.5564347;-46.6530153
02227-000;-23.479626100000004;-46.5722508;04190-000;-23.650852800000006;-46.6041867
03316-000;-23.5430556;-46.56689;04661-000;-23.657746600000007;-46.6789846
04846-000;-23.7570314;-46.67657;02440-000;-23.4754777;-46.6482824
03633-000;-23.529278;-46.5471732;02435-000;-23.4807722;-46.6384544
03156-000;-23.5811754;-46.5698414;08340-000;-23.5986079;-46.4644024
04930-000;-23.6781067;-46.7504581;04729-000;-23.6420982;-46.7199013
03360-000;-23.5697294;-46.545334;04580-000;-23.6183035;-46.6864506
03807-000;-23.4990442;-46.4719258;03183-000;-23.5598509;-46.59216319999999
04145-000;-23.6164129;-46.63158199999999;05379-000;-23.5667101;-46.75392249999999
03687-000;-23.529474800000006;-46.4876288;04243-000;-23.6261313;-46.58659
03755-000;-23.5089842;-46.502425;02405-000;-23.4883018;-46.6329228
02564-000;-23.488399;-46.6680654;04075-000;-23.6021023;-46.6591863
02186-000;-23.5139547;-46.5687675;02925-000;-23.5008851;-46.69974939999999
03112-000;-23.5497004;-46.5960461;05525-000;-23.6037435;-46.74663620000001
02992-000;-23.4518799;-46.730604;05639-000;-23.6091;-46.7399915
03258-000;-23.6103392;-46.5253457;01533-000;-23.5739152;-46.63928610000001
02188-000;-23.510525;-46.5655908;05577-000;-23.5776147;-46.7243724
05319-000;-23.5394972;-46.7278777;04079-000;-23.6073735;-46.6604214
02227-000;-23.479626100000004;-46.5722508;04822-000;-23.7316157;-46.688221
04960-000;-23.723451;-46.78986219999999;02617-000;-23.466575100000004;-46.658986
03515-000;-23.5381596;-46.5279816;01233-000;-23.5364182;-46.6621513
02670-000;-23.4670108;-46.663306;04107-000;-23.5811883;-46.6349443
03188-000;-23.5622355;-46.5773106;05835-000;-23.6424848;-46.74137279999999
04846-000;-23.7570314;-46.67657;02020-000;-23.4957589;-46.6323516
04854-000;-23.7676385;-46.694887;03521-000;-23.5478984;-46.5190778
02992-000;-23.4518799;-46.730604;02615-000;-23.4727975;-46.65288779999999
03817-000;-23.4923465;-46.49341920000001;03348-000;-23.5657494;-46.5619839
03407-000;-23.5417306;-46.5499294;05027-000;-23.5337238;-46.6929631
02118-000;-23.5175423;-46.58912479999999;03508-000;-23.5360826;-46.53251029999999
02612-000;-23.4709174;-46.6644368;02041-000;-23.4921174;-46.61804179999999
01043-000;-23.5461892;-46.64106470000001;03715-000;-23.5075866;-46.5394221
03581-000;-23.552807;-46.4975467;01529-000;-23.5675926;-46.6337305
04913-000;-23.677088;-46.7399915;04552-000;-23.5940202;-46.6860241
04843-000;-23.7361069;-46.6954144;05410-000;-23.557603;-46.67698739999999
03821-000;-23.4890401;-46.5030656;02060-000;-23.519554;-46.60218709999999
04883-000;-23.8098035;-46.7357609;01455-000;-23.5800319;-46.6934362
02033-000;-23.5011783;-46.61439499999999;05409-000;-23.5586809;-46.6748032
05116-000;-23.5122465;-46.7472719;02467-000;-23.4932658;-46.6457715
03691-000;-23.536095;-46.4812409;04635-000;-23.6392145;-46.6697131
04846-000;-23.7570314;-46.67657;05712-000;-23.6149906;-46.72631810000001
03934-000;-23.590534100000006;-46.5016675;03512-000;-23.5367893;-46.5258379
04708-000;-23.631129100000006;-46.6923712;05061-000;-23.5406243;-46.7020619
04437-000;-23.6720256;-46.676342;03508-000;-23.5360826;-46.53251029999999
03633-000;-23.529278;-46.5471732;05025-000;-23.5364013;-46.6891018
08420-000;-23.5405298;-46.42729170000001;08020-000;-23.5043615;-46.44291
02041-000;-23.4921174;-46.61804179999999;01423-000;-23.567162;-46.65890870000001
05351-000;-23.5587451;-46.76027029999999;04278-000;-23.6022375;-46.61010599999999
08253-000;-23.5413722;-46.43940689999999;08121-000;-23.4967363;-46.3875605
04145-000;-23.6164129;-46.63158199999999;02377-000;-23.4595464;-46.6312974
03333-000;-23.5552839;-46.5736133;04364-000;-23.649344600000006;-46.6706495
03257-000;-23.611393600000003;-46.52896610000001;05537-000;-23.5871543;-46.7351565
02242-000;-23.4913156;-46.6087284;02118-000;-23.5175423;-46.58912479999999
04618-000;-23.6268136;-46.67787740000001;04130-000;-23.604414;-46.6199696
08022-000;-23.4945926;-46.428493;01501-000;-23.5510087;-46.6363965
03425-000;-23.5510699;-46.53856649999999;05574-000;-23.58714;-46.7989889
02853-000;-23.4579272;-46.6949907;03145-000;-23.5915359;-46.5722508
03585-000;-23.5662737;-46.4909974;02074-000;-23.5039427;-46.6035032
05068-000;-23.5149073;-46.7057114;04090-000;-23.6047974;-46.657255600000006
03969-000;-23.6085093;-46.4929196;02963-000;-23.4870914;-46.69903129999999
03633-000;-23.529278;-46.5471732;05304-000;-23.5244609;-46.7354314
03613-000;-23.5183223;-46.5340162;04470-000;-23.7144974;-46.65363720000001
02227-000;-23.479626100000004;-46.5722508;04140-000;-23.6074927;-46.6336828
08471-000;-23.596900100000006;-46.40456349999999;03821-000;-23.4890401;-46.5030656
08370-000;-23.5882108;-46.4344996;03223-000;-23.5888575;-46.562051
03624-000;-23.5133551;-46.5087983;05707-000;-23.635485;-46.72488380000001
03889-000;-23.5170405;-46.4762808;01140-000;-23.5219549;-46.6667347
04846-000;-23.7570314;-46.67657;03343-000;-23.559357100000003;-46.5706352
04180-000;-23.6373767;-46.5949831;04015-000;-23.5840561;-46.63704310000001
04337-000;-23.6617927;-46.6441879;02462-000;-23.4930619;-46.6403985
03412-000;-23.5547954;-46.5511574;04126-000;-23.5983382;-46.6330378
08240-000;-23.526461;-46.4455459;03641-000;-23.5270574;-46.5364398
08062-000;-23.5085486;-46.4734814;08071-000;-23.4952674;-46.4559816
03650-000;-23.5269792;-46.521116;08340-000;-23.5986079;-46.4644024
02116-000;-23.522351800000006;-46.5872261;04186-000;-23.6444714;-46.598018
04816-000;-23.7052401;-46.68550140000001;04042-000;-23.6025765;-46.6380467
08191-000;-23.4834662;-46.3828667;03564-000;-23.5368561;-46.4945015
03668-000;-23.530974800000006;-46.4920625;01243-000;-23.5488582;-46.65565170000001
03131-000;-23.5666143;-46.5877553;03054-000;-23.5415118;-46.6012924
02227-000;-23.479626100000004;-46.5722508;03132-000;-23.5858581;-46.5843358
03944-000;-23.6014749;-46.4933009;04264-000;-23.5858706;-46.613166
02241-000;-23.4900099;-46.6067725;01258-000;-23.5419716;-46.6833904
03127-000;-23.5789133;-46.586879;03313-000;-23.5492299;-46.5583982
05537-000;-23.5871543;-46.7351565;04215-000;-23.5958532;-46.6008915
04537-000;-23.5879183;-46.6789831;02927-000;-23.4977187;-46.70245569999999
04646-000;-23.6433516;-46.67480670000001;05705-000;-23.6190724;-46.71849829999999
02122-000;-23.5061454;-46.5906823;01222-000;-23.5430134;-46.64113099999999
08295-000;-23.5472912;-46.45012020000001;03317-000;-23.5426194;-46.56176259999999
04741-000;-23.650104100000004;-46.6964938;02435-000;-23.4807722;-46.6384544
04883-000;-23.8098035;-46.7357609;01548-000;-23.5788647;-46.6130809
04141-000;-23.608222100000006;-46.6291009;04061-000;-23.610488600000004;-46.6503038
04216-000;-23.591156;-46.5988416;02254-000;-23.4809876;-46.5928331
08490-000;-23.590874600000006;-46.408076;01310-000;-23.5693989;-46.6466205
02464-000;-23.4960923;-46.6433531;03073-000;-23.532839000000006;-46.5574708
03737-000;-23.5074858;-46.513135;01542-000;-23.5706177;-46.6220144
03613-000;-23.5183223;-46.5340162;03067-000;-23.5373312;-46.573668700000006
03257-000;-23.611393600000003;-46.52896610000001;03572-000;-23.5728721;-46.4983075
03907-000;-23.5866153;-46.5077454;02306-000;-23.4654508;-46.6035839
03912-000;-23.5815255;-46.522881;04207-000;-23.5903319;-46.60266770000001
01319-000;-23.5526434;-46.6421748;05634-000;-23.605718300000003;-46.7373273
08041-000;-23.5181818;-46.4436578;05026-000;-23.5314802;-46.6900633
03050-000;-23.544412;-46.61290620000001;04068-000;-23.6195832;-46.6479015
01543-000;-23.5752538;-46.6230673;04139-000;-23.6049427;-46.6349367
03215-000;-23.6082789;-46.5576499;03917-000;-23.5858756;-46.5215974
05864-000;-23.6585057;-46.7600597;04438-000;-23.6759633;-46.6703307
04244-000;-23.6230965;-46.59133720000001;04110-000;-23.5836331;-46.6341044
03755-000;-23.5089842;-46.502425;04187-000;-23.6486599;-46.59273560000001
03210-000;-23.5964344;-46.5556688;05417-000;-23.564576100000004;-46.6867796
08275-000;-23.568724300000003;-46.475454;04552-000;-23.5940202;-46.6860241
08062-000;-23.5085486;-46.4734814;05756-000;-23.623969;-46.75138949999999
01021-000;-23.5449428;-46.6323695;05516-000;-23.5811525;-46.7180773
03281-000;-23.5819618;-46.5522873;02421-000;-23.4744306;-46.63473399999999
03694-000;-23.5398461;-46.47656629999999;01225-000;-23.5415979;-46.6531815
01332-000;-23.5598025;-46.6530639;01014-000;-23.5454449;-46.633731
04249-000;-23.6178278;-46.5999675;04140-000;-23.6074927;-46.6336828
02430-000;-23.4881882;-46.638236600000006;05855-000;-23.661872;-46.7639005
01022-000;-23.5448448;-46.6334325;05065-000;-23.5181874;-46.69770159999999
08290-000;-23.5487008;-46.4474039;05033-000;-23.522723100000004;-46.690466
03405-000;-23.53969;-46.55275289999999;02235-000;-23.479388;-46.58188970000001
04846-000;-23.7570314;-46.67657;05368-000;-23.5778744;-46.7514763
02722-000;-23.5027033;-46.6831026;03962-000;-23.6022148;-46.4782441
03270-000;-23.6004604;-46.5204523;01238-000;-23.5435578;-46.6567873
03358-000;-23.5652988;-46.550144;01451-000;-23.5842928;-46.68200299999999
03168-000;-23.5497004;-46.5960461;04007-000;-23.574273100000006;-46.6530339
03135-000;-23.5665706;-46.5879757;02245-000;-23.4834837;-46.60600720000001
04195-000;-23.6569719;-46.61322879999999;04136-000;-23.6106845;-46.628035
03152-000;-23.5858581;-46.5843358;05415-000;-23.5650402;-46.6809885
04249-000;-23.6178278;-46.5999675;05443-000;-23.5531999;-46.6958286
03905-000;-23.5789139;-46.5144605;01311-000;-23.5699548;-46.6462049
03936-000;-23.5901627;-46.49641010000001;04535-000;-23.5905489;-46.6759664
01022-000;-23.5448448;-46.6334325;01401-000;-23.5704612;-46.65179000000001
03402-000;-23.542047600000004;-46.5489521;03590-000;-23.5491054;-46.4843826
03112-000;-23.5497004;-46.5960461;05020-000;-23.5336737;-46.6832955
02189-000;-23.5080133;-46.5689954;03920-000;-23.5964172;-46.520689
08255-000;-23.5492773;-46.4360551;04547-000;-23.6015892;-46.67552979999999
04537-000;-23.5879183;-46.6789831;03182-000;-23.5666143;-46.5877553
04232-000;-23.610199800000004;-46.5951461;01044-000;-23.5459108;-46.6416548
02955-000;-23.4699774;-46.7201172;08032-000;-23.5151618;-46.42423410000001
04166-000;-23.645382100000006;-46.609009;05303-000;-23.5286727;-46.7297698
02422-000;-23.4714684;-46.6371756;05145-000;-23.5038602;-46.7186146
03984-000;-23.606902;-46.5094925;02513-000;-23.5114426;-46.6538658
08240-000;-23.526461;-46.4455459;04272-000;-23.5955019;-46.61796870000001
03607-000;-23.5206304;-46.5440289;05364-000;-23.5739076;-46.7520809
05174-000;-23.4781495;-46.7403793;05869-000;-23.6776087;-46.7806285
08430-000;-23.5309546;-46.4236882;02050-000;-23.5158904;-46.611927
01321-000;-23.5613555;-46.6406668;05835-000;-23.6424848;-46.74137279999999
01238-000;-23.5435578;-46.6567873;02545-000;-23.4926163;-46.6620986
04674-000;-23.665025600000003;-46.686229;04368-000;-23.6571052;-46.6651023
03050-000;-23.544412;-46.61290620000001;04711-000;-23.6333085;-46.6920369
04602-000;-23.6244649;-46.6834867;01202-000;-23.5352793;-46.6469731
08485-000;-23.596900100000006;-46.40456349999999;03346-000;-23.5599918;-46.5724255
02460-000;-23.491554500000003;-46.6364297;05036-000;-23.5163686;-46.6905783
03407-000;-23.5417306;-46.5499294;05439-000;-23.548208;-46.6882794
02079-000;-23.4993877;-46.6034914;04822-000;-23.7316157;-46.688221
02122-000;-23.5061454;-46.5906823;03059-000;-23.5386881;-46.5915304
05590-000;-23.5758439;-46.7307162;04754-000;-23.6510345;-46.7064288
02540-000;-23.4902625;-46.6571472;02935-000;-23.4886612;-46.7158214
03694-000;-23.5398461;-46.47656629999999;02336-000;-23.4803;-46.617023
08042-000;-23.508967;-46.4389261;04701-000;-23.6311381;-46.6906526
08375-000;-23.5967274;-46.46574570000001;03907-000;-23.5866153;-46.5077454
04812-000;-23.7185026;-46.6917771;05425-000;-23.5681986;-46.7003732
03280-000;-23.5847646;-46.53667009999999;02072-000;-23.4999826;-46.6110152
02876-000;-23.4487513;-46.6913256;05660-000;-23.6149906;-46.72631810000001
02368-000;-23.4120629;-46.5837615;02114-000;-23.5218419;-46.5909902
03717-000;-23.501994;-46.5327722;03676-000;-23.5183013;-46.49247030000001
04753-000;-23.651162;-46.7090565;02236-000;-23.4740186;-46.5666573
04821-000;-23.7261738;-46.6838141;03010-000;-23.5374364;-46.619025
02186-000;-23.5139547;-46.5687675;04522-000;-23.6031192;-46.6675163
05537-000;-23.5871543;-46.7351565;04532-000;-23.583260600000006;-46.6761363
08280-000;-23.5571559;-46.4665158;05729-000;-23.6424848;-46.74137279999999
04403-000;-23.6675761;-46.6594405;04514-000;-23.6005164;-46.6723266
04164-000;-23.6255422;-46.60973120000001;04619-000;-23.6201624;-46.67944910000001
01543-000;-23.5752538;-46.6230673;04671-000;-23.653649100000006;-46.68456610000001
03758-000;-23.5045804;-46.50001899999999;04764-000;-23.6699431;-46.7146725
08060-000;-23.5026551;-46.4531318;03254-000;-23.611393600000003;-46.52896610000001
03312-000;-23.5437272;-46.5614093;03680-000;-23.5209299;-46.4876184
03647-000;-23.526272100000003;-46.52832120000001;04744-000;-23.6559127;-46.70645800000001
04231-000;-23.6044732;-46.59777800000001;03182-000;-23.5666143;-46.5877553
02041-000;-23.4921174;-46.61804179999999;01425-000;-23.5725949;-46.6585203
08062-000;-23.5085486;-46.4734814;05016-000;-23.5369068;-46.67706939999999
04043-000;-23.6040529;-46.63338419999999;05415-000;-23.5650402;-46.6809885
04849-000;-23.7420355;-46.6726679;05059-000;-23.5331952;-46.71267329999999
02615-000;-23.4727975;-46.65288779999999;04055-000;-23.6171964;-46.6410527
02352-000;-23.4542483;-46.5967496;02518-000;-23.5094116;-46.6648156
03625-000;-23.5143235;-46.5114946;04686-000;-23.674029;-46.68620070000001
04843-000;-23.7361069;-46.6954144;01451-000;-23.5842928;-46.68200299999999
04691-000;-23.6668358;-46.6931531;05171-000;-23.4778535;-46.7479531
03694-000;-23.5398461;-46.47656629999999;05015-000;-23.5377345;-46.67189219999999
04203-000;-23.5839581;-46.6077091;01506-000;-23.5593186;-46.6349802
03454-000;-23.5667201;-46.5103388;04005-000;-23.5740181;-46.64440399999999
04537-000;-23.5879183;-46.6789831;05360-000;-23.5671113;-46.74721470000001
03365-000;-23.5692036;-46.539326;05006-000;-23.5349465;-46.6689373
04960-000;-23.723451;-46.78986219999999;03146-000;-23.6046349;-46.5684279
08290-000;-23.5487008;-46.4474039;04334-000;-23.661992;-46.6360998
02122-000;-23.5061454;-46.5906823;03112-000;-23.5497004;-46.5960461
03162-000;-23.5497004;-46.5960461;02402-000;-23.4981575;-46.62575589999999
03275-000;-23.5901306;-46.5522611;03127-000;-23.5789133;-46.586879
04337-000;-23.6617927;-46.6441879;08290-000;-23.5487008;-46.4474039
03330-000;-23.5462706;-46.5845703;01448-000;-23.5812695;-46.6832888
04904-000;-23.6702544;-46.7355044;04514-000;-23.6005164;-46.6723266
01320-000;-23.5582104;-46.6391761;05044-000;-23.5265491;-46.694331700000006
04137-000;-23.6109819;-46.6205609;04294-000;-23.6191473;-46.6072005
04035-000;-23.5959854;-46.6368604;02186-000;-23.5139547;-46.5687675
05756-000;-23.623969;-46.75138949999999;05833-000;-23.6710455;-46.7587313
02218-000;-23.486616100000006;-46.5846633;05036-000;-23.5163686;-46.6905783
08412-000;-23.5473247;-46.40927670000001;01323-000;-23.5533104;-46.64694220000001
08090-000;-23.4822801;-46.4313554;04046-000;-23.6094836;-46.6380689
03448-000;-23.5527689;-46.5215264;04564-000;-23.612962300000003;-46.6856253
05185-000;-23.4426075;-46.7466403;02915-000;-23.5024138;-46.7055527
02013-000;-23.5025718;-46.6273021;04112-000;-23.5819803;-46.6269052
04247-000;-23.6183739;-46.6055364;05314-000;-23.5341677;-46.734576
04244-000;-23.6230965;-46.59133720000001;04624-000;-23.6291517;-46.6687971
03920-000;-23.5964172;-46.520689;03262-000;-23.5870588;-46.5500979
04140-000;-23.6074927;-46.6336828;04530-000;-23.5840174;-46.6736548
04960-000;-23.723451;-46.78986219999999;02054-000;-23.5143654;-46.60759609999999
03633-000;-23.529278;-46.5471732;04318-000;-23.6450308;-46.6337305
08280-000;-23.5571559;-46.4665158;05435-000;-23.5513593;-46.6907156
02071-000;-23.5036939;-46.60940460000001;02347-000;-23.4634037;-46.607618
03319-000;-23.5451718;-46.5640365;01226-000;-23.5398384;-46.6531041
03179-000;-23.544665;-46.58603129999999;01524-000;-23.5706894;-46.6109932
08452-000;-23.5414634;-46.39246869999999;02546-000;-23.5065321;-46.6701795
03306-000;-23.5453468;-46.57555439999999;02186-000;-23.5139547;-46.5687675
03912-000;-23.5815255;-46.522881;04190-000;-23.650852800000006;-46.6041867
03732-000;-23.5091994;-46.53335939999999;04805-000;-23.7153858;-46.7025329
03066-000;-23.5377129;-46.5748489;05002-000;-23.5290648;-46.6728167
01023-000;-23.5412968;-46.6307998;01519-000;-23.5614385;-46.6264134
03057-000;-23.5422671;-46.59808870000001;03116-000;-23.5665408;-46.58807849999999
03374-000;-23.5759172;-46.5512001;04515-000;-23.6016424;-46.6639981
03936-000;-23.5901627;-46.49641010000001;05125-000;-23.500673000000006;-46.73901970000001
03661-000;-23.524941100000003;-46.501423;03080-000;-23.5311343;-46.578842
04843-000;-23.7361069;-46.6954144;03318-000;-23.545074;-46.56876920000001
04904-000;-23.6702544;-46.7355044;01258-000;-23.5419716;-46.6833904
03281-000;-23.5819618;-46.5522873;03202-000;-23.6002234;-46.5698414
02333-000;-23.4815207;-46.62194849999999;03818-000;-23.4977528;-46.4931989
02130-000;-23.507854100000007;-46.5848361;05724-000;-23.6424848;-46.74137279999999
03312-000;-23.5437272;-46.5614093;04089-000;-23.6053716;-46.6592823
02940-000;-23.4805994;-46.72319870000001;04321-000;-23.6420035;-46.6421748
08310-000;-23.631097600000004;-46.46183990000001;02672-000;-23.4611527;-46.6657929
08240-000;-23.526461;-46.4455459;03239-000;-23.5952648;-46.5476573
01512-000;-23.5539527;-46.6311295;01419-000;-23.5699548;-46.6462049
05024-000;-23.5313327;-46.6871774;04616-000;-23.6204782;-46.6720429
08330-000;-23.6104872;-46.4724283;03277-000;-23.5832479;-46.545436
02670-000;-23.4670108;-46.663306;05705-000;-23.6190724;-46.71849829999999
03690-000;-23.527349800000003;-46.4790647;03514-000;-23.5350463;-46.5207945
03381-000;-23.5786509;-46.5350777;01135-000;-23.5232514;-46.6528609
02053-000;-23.518095;-46.6054916;02330-000;-23.4815207;-46.62194849999999
04312-000;-23.6322804;-46.6313181;01521-000;-23.5614957;-46.62120780000001
02618-000;-23.4672864;-46.65075760000001;04304-000;-23.6268109;-46.6346073
03361-000;-23.5709567;-46.5309696;02550-000;-23.5055305;-46.6710393
02940-000;-23.4805994;-46.72319870000001;03802-000;-23.495167;-46.48318
03222-000;-23.5876642;-46.5592895;04305-000;-23.6288519;-46.6350728
04917-000;-23.6891723;-46.74905829999999;02247-000;-23.4894914;-46.6004466
04136-000;-23.6106845;-46.628035;01552-000;-23.5706894;-46.6109932
03937-000;-23.5859836;-46.50101189999999;04705-000;-23.622137;-46.6940196
05541-000;-23.5884137;-46.74307659999999;04304-000;-23.6268109;-46.6346073
02763-000;-23.4791842;-46.6756342;05338-000;-23.5555667;-46.7490585
08042-000;-23.508967;-46.4389261;04001-000;-23.5702784;-46.65019829999999
04842-000;-23.7316157;-46.688221;04536-000;-23.5814334;-46.6812093
04125-000;-23.6000766;-46.6217146;05665-000;-23.6153961;-46.7222719
05335-000;-23.5512567;-46.7487855;05174-000;-23.4781495;-46.7403793
03436-000;-23.558255;-46.5303968;01144-000;-23.5226924;-46.6728909
03424-000;-23.5506361;-46.54085900000001;04346-000;-23.642082100000003;-46.6557623
04652-000;-23.6624547;-46.6643689;04090-000;-23.6047974;-46.657255600000006
03460-000;-23.5667;-46.5145193;05541-000;-23.5884137;-46.74307659999999
04419-000;-23.6860254;-46.6402465;04849-000;-23.7420355;-46.6726679
04904-000;-23.6702544;-46.7355044;08280-000;-23.5571559;-46.4665158
02257-000;-23.472153100000003;-46.5825076;02072-000;-23.4999826;-46.6110152
04054-000;-23.616044;-46.6429234;04521-000;-23.5999;-46.6651023
03477-000;-23.5669184;-46.51268;05074-000;-23.5189742;-46.7048158
03821-000;-23.4890401;-46.5030656;04209-000;-23.5829049;-46.6008295
05593-000;-23.5795587;-46.7383985;03073-000;-23.532839000000006;-46.5574708
03573-000;-23.5569554;-46.5118167;08270-000;-23.5681771;-46.46865589999999
01543-000;-23.5752538;-46.6230673;05085-000;-23.5268239;-46.7288114
05525-000;-23.6037435;-46.74663620000001;04548-000;-23.602414000000003;-46.6761701
03633-000;-23.529278;-46.5471732;02475-000;-23.483003600000004;-46.6483393
03905-000;-23.5789139;-46.5144605;02038-000;-23.4976896;-46.6227214
08220-000;-23.5367422;-46.46762400000001;01410-000;-23.564249;-46.6623807
04904-000;-23.6702544;-46.7355044;04304-000;-23.6268109;-46.6346073
03152-000;-23.5858581;-46.5843358;02125-000;-23.510053;-46.58740529999999
03661-000;-23.524941100000003;-46.501423;02944-000;-23.475776;-46.7252968
04110-000;-23.5836331;-46.6341044;04438-000;-23.6759633;-46.6703307
02136-000;-23.498731600000006;-46.5826396;04103-000;-23.5743436;-46.6379807
02201-000;-23.4855348;-46.5922002;02112-000;-23.5194223;-46.5919684
05639-000;-23.6091;-46.7399915;04277-000;-23.6002646;-46.6113509
04359-000;-23.6407836;-46.6546708;04130-000;-23.604414;-46.6199696
