username,date,year,month,day,hour,minute,second,text,text_clean
AladdinSane80,2018-09-09 18:43:17-07:00,2018,9,9,18,43,17,RT @coimbraricardo: Eu tô curtindo bem essa apresentadora do debate da gazeta que é uma curiosa mistura de Nair Bello com Margareth Thatcher,@coimbraricardo : tô curtir apresentador debater gazeta umar curioso misturar nair bello margareth thatcher
DouglasRibe88,2018-09-09 18:43:17-07:00,2018,9,9,18,43,17,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
otonstar,2018-09-09 18:43:18-07:00,2018,9,9,18,43,18,"RT @anadehollanda: O domínio dos temas e a precisão de Ciro Gomes no debate da TV Gazeta, Estadão e Jovem Pan inibe os demais presidenciáve…","@anadehollanda : o domínio temer e o precisão ciro gomar o debater tv gazeta , estadão e jovem pan inibir o presidenciáve …"
lordglaumus,2018-09-09 18:43:18-07:00,2018,9,9,18,43,18,AGORA: Presidenciáveis se enfrentam em debate  https://t.co/ECbT9P2kAN,: presidenciáveis enfrentar debater https://t.co/ecbt9p2kan
vanderson_will,2018-09-09 18:43:18-07:00,2018,9,9,18,43,18,"ahhh não tem graça debate sem o bozo
quem vai ser a chacota da vez?",ahhh graça debater o bozo o chacota ?
BoulosESonia50,2018-09-09 18:43:18-07:00,2018,9,9,18,43,18,"RT @Vitor_Xokito: Guilherme boulos chega no debate com povo, movimento social! Povo Governando é com Boulos presidente #BoulosNaGazeta #Gaz…","@vitor_xokito : guilherme boulos chegar o debater , movimentar social ! governar boulos presidente boulosnagazeta gaz …"
MallusDe,2018-09-09 18:43:19-07:00,2018,9,9,18,43,19,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
mpbelancon,2018-09-09 18:43:18-07:00,2018,9,9,18,43,18,"Pergunta imbecil pra se fazer num debate: ""vc acha que o Lula é inocente?"" jornalismo de quinta é assim. A opinião… https://t.co/hqgfaHmniX","perguntar imbecil pra debater : "" vc achar o lula inocentar ? "" jornalismo . o opinião … https://t.co/hqgfahmnix"
SandroFernande7,2018-09-09 18:43:18-07:00,2018,9,9,18,43,18,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
movantifascista,2018-09-09 18:43:19-07:00,2018,9,9,18,43,19,RT @VemPraMassa: Alô Massa! Estamos fazendo BONITO! Vamos em frente! 🎼É #Ciro12 no Twitter e o ❤️ para fazer do @cirogomes presidente do Br…,@vempramassa : alô massa ! bonito ! frente ! 🎼 ciro12 o twitter e o ❤ ️ parir @cirogomes presidente br …
ohnoavampbiteme,2018-09-09 18:43:19-07:00,2018,9,9,18,43,19,"RT @Estadao: Boulos no debate #GazetaEstadaoJP: ‘Não vou chamar, vou taxar o Meirelles' https://t.co/DHOjIPB2tS","@estadao : boulos o debater gazetaestadaojp : ‘ chamar , taxar o meirelles ' https://t.co/dhojipb2ts"
allannobrega,2018-09-09 18:43:20-07:00,2018,9,9,18,43,20,"O que esperar de um debate Estadão/Jovem Pan? Isso mesmo, nada.","o esperar debater estadão / jovem pan ? , nado ."
BornTubiuai,2018-09-09 18:43:19-07:00,2018,9,9,18,43,19,#Ciro12 moendo no #GazetaEstadaoJP.,ciro12 moer o gazetaestadaojp .
pastelcomsuco,2018-09-09 18:43:20-07:00,2018,9,9,18,43,20,impedida de assistir o debate já q pra minha mãe fastão é sagrado 🙄,impedir assistir o debater q pra mãe fastão sagrar 🙄
evaldodesousa,2018-09-09 18:43:21-07:00,2018,9,9,18,43,21,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
SauloJonathan,2018-09-09 18:43:21-07:00,2018,9,9,18,43,21,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
bastidoresmt,2018-09-09 18:43:21-07:00,2018,9,9,18,43,21,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
EvilDebora,2018-09-09 18:43:22-07:00,2018,9,9,18,43,22,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
pandrest,2018-09-09 18:43:23-07:00,2018,9,9,18,43,23,"ngm vê debate pra analisar as propostas do candidatos pipipi popopo

debate é pra cagar na cabeça dos rivais no twitter",ngm debater pra analisar o proposto candidato pipipi popopo debater pra cagar o cabeça rival o twitter
DanPimpao,2018-09-09 18:43:23-07:00,2018,9,9,18,43,23,Ícone faz assim.,ícone .
soulcarioca,2018-09-09 18:43:23-07:00,2018,9,9,18,43,23,"#Ciro12 e Marina, de certa forma, estão em sintonia com suas propostas pra segurança pública. #GazetaEstadaoJP","ciro12 e marino , certo formar , sintonia suar proposto pra segurança público . gazetaestadaojp"
AVozdeGibaNunes,2018-09-09 18:43:24-07:00,2018,9,9,18,43,24,"Kim, sempre ele, falando o que precisa ser dito - Ao vivo comentando o debate no https://t.co/QfCPqxavWv","kim , , falar o preciso - o o viver comentar o debater o https://t.co/qfcpqxavwv"
pouw_7,2018-09-09 18:43:24-07:00,2018,9,9,18,43,24,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
ObSeRvBz,2018-09-09 18:43:24-07:00,2018,9,9,18,43,24,"RT @BuzzFeedNewsBR: O grande ausente do debate: boneco gigante de @jairbolsonaro na Paulista, a poucos metros da TV Gazeta https://t.co/N1E…","@buzzfeednewsbr : o ausentar debater : boneco gigante @jairbolsonaro o paulista , o metro tv gazeta https://t.co/n1e …"
luanborges,2018-09-09 18:43:24-07:00,2018,9,9,18,43,24,"@edusarsur É deBATE, não deCONVERSA","@edusarsur debater , deconversa"
jpgon89,2018-09-09 18:43:24-07:00,2018,9,9,18,43,24,RT @netosenador123: Ciro defende uma polícia científica equipada e forte para resolver a insegurança que domina nosso País. Debate #GazetaE…,@netosenador123 : ciro defender umar polícia científico equipar e forte parir resolver o insegurança dominar país . debater gazetae …
_fuzzypickles,2018-09-09 18:43:25-07:00,2018,9,9,18,43,25,tá mó desanimado esse debate,tá mó desanimar debater
fellipethomas,2018-09-09 18:43:25-07:00,2018,9,9,18,43,25,Chega de debate. BAMO BAMO TORRE,chegar debater . bamo bamo torrar
gublernating,2018-09-09 18:43:25-07:00,2018,9,9,18,43,25,atentado orquestrado por ele mesmo pra não passar vergonha em debate,atentar orquestrar pra passar vergonha debater
dealcaniz,2018-09-09 18:43:25-07:00,2018,9,9,18,43,25,"Peguei o debate no meio do caminho, mas vamos lá...","o debater o mear caminhar , ..."
teco_moc,2018-09-09 18:43:25-07:00,2018,9,9,18,43,25,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
Lourdesregina,2018-09-09 18:43:25-07:00,2018,9,9,18,43,25,"RT @Maropomo: Que debate Zinho mequetrefe! Sem Bolsonaro e Amoêdo, sobrou o quê?  Crível, somente Meireles e Alckmin em alguns pontos. Ciro…","@maropomo : debater zinho mequetrefe ! bolsonaro e amoêdo , sobrar o ? crível , meireles e alckmin algum . ciro …"
_notDaniel,2018-09-09 18:43:27-07:00,2018,9,9,18,43,27,ceis são muito animados pra ver debate num pleno domingo,ceis animar pra debater pleno domingo
unosemcontextos,2018-09-09 18:43:27-07:00,2018,9,9,18,43,27,"A Aracy da top therm melhorou bastante a dicção, tá até apresentando o debate #GazetaEstadaoJP","o aracy top therm melhorar o dicção , tá apresentar o debater gazetaestadaojp"
CLasarin,2018-09-09 18:43:28-07:00,2018,9,9,18,43,28,@Estadao @TwitterBrasil Vai ter que fazer outro debate com #HaddadPresidente e ai vai ter debate . esse ta parecend… https://t.co/iMucr8EaBW,@estadao @twitterbrasil debater haddadpresidente e ai debater . ta parecend … https://t.co/imucr8eabw
_DANIELs,2018-09-09 18:43:28-07:00,2018,9,9,18,43,28,"Porra gazeta, vai me botar debate 18:30 do domingo? Ainda tem rodada do brasileirao","porra gazeta , botar debater 18:30 domingo ? rodar brasileirao"
mbbulcao,2018-09-09 18:43:28-07:00,2018,9,9,18,43,28,"""AGORA: Presidenciáveis se enfrentam em debate""  https://t.co/iYdpkk9JCE",""" : presidenciáveis enfrentar debater "" https://t.co/iydpkk9jce"
Caio_Ortega,2018-09-09 18:43:28-07:00,2018,9,9,18,43,28,"RT @BuzzFeedNewsBR: O maior número de menções no Twitter durante o debate #GazetaEstadaoJP é de @cirogomes, com 48% das menções (positivas…","@buzzfeednewsbr : o menção o twitter durante o debater gazetaestadaojp @cirogomes , 48 % menção ( positivo …"
laurodesousa_,2018-09-09 18:43:28-07:00,2018,9,9,18,43,28,RT @coimbraricardo: Eu tô curtindo bem essa apresentadora do debate da gazeta que é uma curiosa mistura de Nair Bello com Margareth Thatcher,@coimbraricardo : tô curtir apresentador debater gazeta umar curioso misturar nair bello margareth thatcher
arcticathedisco,2018-09-09 18:43:28-07:00,2018,9,9,18,43,28,"RT @anadehollanda: O domínio dos temas e a precisão de Ciro Gomes no debate da TV Gazeta, Estadão e Jovem Pan inibe os demais presidenciáve…","@anadehollanda : o domínio temer e o precisão ciro gomar o debater tv gazeta , estadão e jovem pan inibir o presidenciáve …"
KatiuskaWaleska,2018-09-09 18:43:29-07:00,2018,9,9,18,43,29,"RT @tacitto: E o @joaoamoedonovo ?? Vão fazer essa vergonha de novo de não chamar o candidato? Shame shame shame...
#AmoedoNosDebates #Joao…",@tacitto : e o @joaoamoedonovo ? ? vergonha chamar o candidatar ? shame shame shame ... amoedonosdebates joao …
rodneygontijo,2018-09-09 18:43:29-07:00,2018,9,9,18,43,29,"Opa! agora que vi, esse é o debate conduzido pelo jornalismo da direita declarada da rádio Jovem Pan. #GazetaEstadaoJP","opar ! vir , o debater conduzir pelar jornalismo direito declarar rádio jovem pan . gazetaestadaojp"
BernardinoBR1,2018-09-09 18:43:29-07:00,2018,9,9,18,43,29,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
vikthorcosta,2018-09-09 18:43:30-07:00,2018,9,9,18,43,30,"RT @meua_migo: podia ter 2 debate no dia, um no horario nobre, com perguntas sérias, e outro de madrugada com palavrão liberado","@meua_migo : 2 debater o , o horario nobre , perguntar sério , e madrugar palavrão liberar"
Rivotripa,2018-09-09 18:43:32-07:00,2018,9,9,18,43,32,"Programa do Datena já há meia hora falando sobre o atentado a Bolsonaro.

Mais audiência que o debate da TV Gazeta.",programar datena haver horar falar sobrar o atentar o bolsonaro . audiência o debater tv gazeta .
MyaStylinson,2018-09-09 18:43:32-07:00,2018,9,9,18,43,32,RT @TeamCiroGomes: Ciro Gomes tem agora 48% das menções sobre o debate na Gazeta aqui no Twitter! #Ciro12 #GazetaEstadaoJP,@teamcirogomes : ciro gomar 48 % menção sobrar o debater o gazeta o twitter ! ciro12 gazetaestadaojp
superamazingbea,2018-09-09 18:43:32-07:00,2018,9,9,18,43,32,#GazetaEstadaoJP  DEBATE SEM CABO NAO VALE,gazetaestadaojp debater cabo nao valer
Patty_Spirit,2018-09-09 18:43:32-07:00,2018,9,9,18,43,32,RT @rivania18: @Estadao @TwitterBrasil Cade @joaoamoedonovo Cade @partidonovo30 Debate sem candidato com 5% nas pesquisas não vale. #VamosR…,@rivania18 : @estadao @twitterbrasil cade @joaoamoedonovo cade @partidonovo30 debater candidatar 5 % o pesquisar valer . vamosr …
Rdgbalan,2018-09-09 18:43:32-07:00,2018,9,9,18,43,32,"RT @anadehollanda: O domínio dos temas e a precisão de Ciro Gomes no debate da TV Gazeta, Estadão e Jovem Pan inibe os demais presidenciáve…","@anadehollanda : o domínio temer e o precisão ciro gomar o debater tv gazeta , estadão e jovem pan inibir o presidenciáve …"
jorge_arago,2018-09-09 18:43:33-07:00,2018,9,9,18,43,33,RT @TeamCiroGomes: Ciro Gomes tem agora 48% das menções sobre o debate na Gazeta aqui no Twitter! #Ciro12 #GazetaEstadaoJP,@teamcirogomes : ciro gomar 48 % menção sobrar o debater o gazeta o twitter ! ciro12 gazetaestadaojp
Pedroju35746944,2018-09-09 18:43:33-07:00,2018,9,9,18,43,33,RT @TeamCiroGomes: Ciro Gomes tem agora 48% das menções sobre o debate na Gazeta aqui no Twitter! #Ciro12 #GazetaEstadaoJP,@teamcirogomes : ciro gomar 48 % menção sobrar o debater o gazeta o twitter ! ciro12 gazetaestadaojp
vivihabib1,2018-09-09 18:43:33-07:00,2018,9,9,18,43,33,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
albertodanielsc,2018-09-09 18:43:33-07:00,2018,9,9,18,43,33,"tá show, bem jovial #ChamaOMeirelles #GazetaEstadaoJP","tá show , jovial chamaomeirelles gazetaestadaojp"
CaravelaCabral,2018-09-09 18:43:33-07:00,2018,9,9,18,43,33,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
WandersonBrito2,2018-09-09 18:43:34-07:00,2018,9,9,18,43,34,RT @TeamCiroGomes: Ciro Gomes tem agora 48% das menções sobre o debate na Gazeta aqui no Twitter! #Ciro12 #GazetaEstadaoJP,@teamcirogomes : ciro gomar 48 % menção sobrar o debater o gazeta o twitter ! ciro12 gazetaestadaojp
canjica199,2018-09-09 18:43:34-07:00,2018,9,9,18,43,34,baita informação,baita informação
xandaodalapa,2018-09-09 18:43:34-07:00,2018,9,9,18,43,34,RT @Estadao: Neste domingo ocorre o debate #GazetaEstadaoJP entre candidatos à Presidência e você pode acompanhar tudo aqui no @Estadao htt…,@estadao : n domingo ocorrer o debater gazetaestadaojp entrar candidato presidência e acompanhar o @estadao htt …
jjnegrao,2018-09-09 18:43:35-07:00,2018,9,9,18,43,35,Lula e o PT não estão no debate. Sobre quem Augusto Nunes - aquele - pergunta?,lula e o pt o debater . sobrar augusto nunes - - perguntar ?
vitor655,2018-09-09 18:43:35-07:00,2018,9,9,18,43,35,RT @coimbraricardo: Eu tô curtindo bem essa apresentadora do debate da gazeta que é uma curiosa mistura de Nair Bello com Margareth Thatcher,@coimbraricardo : tô curtir apresentador debater gazeta umar curioso misturar nair bello margareth thatcher
josedapaz,2018-09-09 18:43:36-07:00,2018,9,9,18,43,36,@TwitterGov Debate fajuto. Sem o líder nas pesquisas o debate não tem credibilidade.,@twittergov debater fajuto . o líder o pesquisar o debater credibilidade .
GilvanMontalvo2,2018-09-09 18:43:37-07:00,2018,9,9,18,43,37,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
Pedroju35746944,2018-09-09 18:43:38-07:00,2018,9,9,18,43,38,RT @ehoradociro: Vamos ouvir o @cirogomes no debate da #GazetaEstadaoJP,@ehoradociro : ouvir o @cirogomes o debater gazetaestadaojp
caahroIs,2018-09-09 18:43:38-07:00,2018,9,9,18,43,38,Bolzominios do lado até esqueceram da facada!! Kkkkkk #Ciro12,bolzominios esquecer facada ! ! kkkkkk ciro12
tric0s,2018-09-09 18:43:38-07:00,2018,9,9,18,43,38,"RT @annavirginia: Amanhã teremos um debate sem Lula (preso), Haddad (ainda no banco de reservas), Bolsonaro (hospitalizado) e Cabo Daciolo…","@annavirginia : amanhã debater lula ( presar ) , haddad ( o banco reservar ) , bolsonaro ( hospitalizar ) e cabo daciolo …"
mcatatbeta,2018-09-09 18:43:39-07:00,2018,9,9,18,43,39,"RT @Estadao: Boulos no debate #GazetaEstadaoJP: ‘Não vou chamar, vou taxar o Meirelles' https://t.co/DHOjIPB2tS","@estadao : boulos o debater gazetaestadaojp : ‘ chamar , taxar o meirelles ' https://t.co/dhojipb2ts"
nanasteixeira1,2018-09-09 18:43:39-07:00,2018,9,9,18,43,39,RT @VemPraMassa: Alô Massa! Estamos fazendo BONITO! Vamos em frente! 🎼É #Ciro12 no Twitter e o ❤️ para fazer do @cirogomes presidente do Br…,@vempramassa : alô massa ! bonito ! frente ! 🎼 ciro12 o twitter e o ❤ ️ parir @cirogomes presidente br …
allansanfer,2018-09-09 18:43:39-07:00,2018,9,9,18,43,39,E não é q o Bolsonaro conseguiu uma boa justificativa pra fugir do debate? (Não estou dizendo q o ataque foi forjad… https://t.co/95TUcl0tMC,e q o bolsonaro conseguir umar justificativo pra fugir debater ? ( q o atacar forjad … https://t.co/95tucl0tmc
LuizCarlosInac4,2018-09-09 18:43:40-07:00,2018,9,9,18,43,40,"RT @elpais_brasil: Acompanhe o minuto a minuto do debate, que começa agora. É a primeira vez que os candidatos à Presidência se encontram a…","@elpais_brasil : acompanhar o minutar o minutar debater , comedir . o o candidato presidência encontrar o …"
MatheusRochaSbt,2018-09-09 18:43:41-07:00,2018,9,9,18,43,41,"RT @Desesquerdizada: Registrando que não estão presentes no debate #GazetaEstadaoJP:
- Lula (preso em Curitiba)
- Haddad (não é debate de v…",@desesquerdizada : registrar presente o debater gazetaestadaojp : - lula ( presar curitiba ) - haddad ( debater v …
roeroger,2018-09-09 18:43:41-07:00,2018,9,9,18,43,41,@Estadao @TwitterBrasil Perderam o Bolsonaro não chamaram o João Amoedo esse debate será fraco tanto em argumentos… https://t.co/GQ4NTjKEpJ,@estadao @twitterbrasil perder o bolsonaro chamar o joão amoedar debater fraco argumento … https://t.co/gq4ntjkepj
LucianaVaz19,2018-09-09 18:43:41-07:00,2018,9,9,18,43,41,RT @netosenador123: Ciro defende uma polícia científica equipada e forte para resolver a insegurança que domina nosso País. Debate #GazetaE…,@netosenador123 : ciro defender umar polícia científico equipar e forte parir resolver o insegurança dominar país . debater gazetae …
Marcos_Iggy,2018-09-09 18:43:41-07:00,2018,9,9,18,43,41,RT @ehoradociro: Vamos ouvir o @cirogomes no debate da #GazetaEstadaoJP,@ehoradociro : ouvir o @cirogomes o debater gazetaestadaojp
vagnerdom,2018-09-09 18:43:42-07:00,2018,9,9,18,43,42,RT @JornalDaGazeta: Veja a resposta da candidata @MarinaSilva à pergunta feita pela jornalista @augustosnunes no debate #GazetaEstadaoJP. h…,@jornaldagazeta : o respostar candidato @marinasilva perguntar feito pelar jornalista @augustosnunes o debater gazetaestadaojp . h …
BoulosArretado,2018-09-09 18:43:42-07:00,2018,9,9,18,43,42,"Segundo mais mencionado no debate no Twitter
@GuilhermeBoulos , ARROXA MEU FÍ #BoulosNaGazeta #GazetaEstadaoJP","segundar mencionar o debater o twitter @guilhermeboulos , arroxa fí boulosnagazeta gazetaestadaojp"
cvictor_o,2018-09-09 18:43:44-07:00,2018,9,9,18,43,44,Augusto Nunes fazendo aquela pergunta sobre Lula que não vai acrescentar em nada no debate. Preguiça desses jornalistas. #GazetaEstadaoJP,augusto nunes perguntar sobrar lula acrescentar nado o debater . preguiçar d jornalista . gazetaestadaojp
cabefairy,2018-09-09 18:43:44-07:00,2018,9,9,18,43,44,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
andre_tomaz,2018-09-09 18:43:44-07:00,2018,9,9,18,43,44,Vamos de Ciro Gomes em mais um debate! #Ciro12 #GazetaEstadaoJP,ciro gomar debater ! ciro12 gazetaestadaojp
LuzenildoCosta,2018-09-09 18:43:45-07:00,2018,9,9,18,43,45,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
fabiozebra,2018-09-09 18:43:45-07:00,2018,9,9,18,43,45,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
odio_nao,2018-09-09 18:43:45-07:00,2018,9,9,18,43,45,RT @MarceloFreixo: Acompanhando o debate com presidenciáveis na #GazetaEstadaoJP  #BoulosNaGazeta https://t.co/yCBIokcqEZ,@marcelofreixo : acompanhar o debater presidenciáveis o gazetaestadaojp boulosnagazeta https://t.co/ycbiokcqez
mymotoredheart,2018-09-09 18:43:45-07:00,2018,9,9,18,43,45,bonoro escapou de mais um vexame em debate,bonoro escapar vexame debater
andre1luiz,2018-09-09 18:43:45-07:00,2018,9,9,18,43,45,RT @IvanValente: Boulos arrasa o banqueiro Meirelles no debate agora na TV.Disse taxativamente que vai acabar c/o bolsa banqueiro e que vai…,@ivanvalente : boulos arrasar o banqueiro meirelles o debater o tv.disse taxativamente acabar c / o bolsar banqueiro e …
PistolandoPod,2018-09-09 18:43:47-07:00,2018,9,9,18,43,47,RT @coimbraricardo: Eu tô curtindo bem essa apresentadora do debate da gazeta que é uma curiosa mistura de Nair Bello com Margareth Thatcher,@coimbraricardo : tô curtir apresentador debater gazeta umar curioso misturar nair bello margareth thatcher
Joaoluizpm,2018-09-09 18:43:47-07:00,2018,9,9,18,43,47,"RT @meua_migo: podia ter 2 debate no dia, um no horario nobre, com perguntas sérias, e outro de madrugada com palavrão liberado","@meua_migo : 2 debater o , o horario nobre , perguntar sério , e madrugar palavrão liberar"
mcatatbeta,2018-09-09 18:43:47-07:00,2018,9,9,18,43,47,RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP https://t.co/W5ATcQLd3Z,@estadao : presidenciáveis participar debater gazetaestadaojp https://t.co/w5atcqld3z
auricelio,2018-09-09 18:43:48-07:00,2018,9,9,18,43,48,RT @VemPraMassa: Alô Massa! Estamos fazendo BONITO! Vamos em frente! 🎼É #Ciro12 no Twitter e o ❤️ para fazer do @cirogomes presidente do Br…,@vempramassa : alô massa ! bonito ! frente ! 🎼 ciro12 o twitter e o ❤ ️ parir @cirogomes presidente br …
netomartinii,2018-09-09 18:43:48-07:00,2018,9,9,18,43,48,cês ficam quietos que eu to assistindo o debate,cê ficar to assistir o debater
mineradocosmico,2018-09-09 18:43:49-07:00,2018,9,9,18,43,49,"RT @anadehollanda: O domínio dos temas e a precisão de Ciro Gomes no debate da TV Gazeta, Estadão e Jovem Pan inibe os demais presidenciáve…","@anadehollanda : o domínio temer e o precisão ciro gomar o debater tv gazeta , estadão e jovem pan inibir o presidenciáve …"
acidbarrett,2018-09-09 18:43:49-07:00,2018,9,9,18,43,49,"RT @meua_migo: podia ter 2 debate no dia, um no horario nobre, com perguntas sérias, e outro de madrugada com palavrão liberado","@meua_migo : 2 debater o , o horario nobre , perguntar sério , e madrugar palavrão liberar"
Lucas8831,2018-09-09 18:43:49-07:00,2018,9,9,18,43,49,RT @TeamCiroGomes: Ciro Gomes tem agora 48% das menções sobre o debate na Gazeta aqui no Twitter! #Ciro12 #GazetaEstadaoJP,@teamcirogomes : ciro gomar 48 % menção sobrar o debater o gazeta o twitter ! ciro12 gazetaestadaojp
dianegll,2018-09-09 18:43:49-07:00,2018,9,9,18,43,49,O debate #GazetaEstadaoJP começa agora! Assista na TV ou por aqui: https://t.co/VTGG7GAhx3 . https://t.co/94oL9NzGdZ,o debater gazetaestadaojp comedir ! assistir o tv : https://t.co/vtgg7gahx3 . https://t.co/94ol9nzgdz
nanasteixeira1,2018-09-09 18:43:50-07:00,2018,9,9,18,43,50,"RT @KalineLima8: Começouuuu
#Ciro2018 #Ciro12 #CiroNaTvGazeta #MoverComCiro https://t.co/YiWj1M3aq4",@kalinelima8 : começouuuu ciro2018 ciro12 cironatvgazeta movercomciro https://t.co/yiwj1m3aq4
ABelChicao,2018-09-09 18:43:50-07:00,2018,9,9,18,43,50,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
scorpiosseason,2018-09-09 18:43:50-07:00,2018,9,9,18,43,50,"gente ela generalizou,,,","gente generalizar , , ,"
dorilinha,2018-09-09 18:43:51-07:00,2018,9,9,18,43,51,Ai que tudo dá pra assistir o debate e tweetar,ai pra assistir o debater e tweetar
ladyrasta,2018-09-09 18:43:51-07:00,2018,9,9,18,43,51,RT @coimbraricardo: Eu tô curtindo bem essa apresentadora do debate da gazeta que é uma curiosa mistura de Nair Bello com Margareth Thatcher,@coimbraricardo : tô curtir apresentador debater gazeta umar curioso misturar nair bello margareth thatcher
vitor655,2018-09-09 18:43:51-07:00,2018,9,9,18,43,51,EU BEM ACHEI FAMILIAR,achar familiar
teonainternet,2018-09-09 18:43:51-07:00,2018,9,9,18,43,51,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
Dmonmarttri,2018-09-09 18:43:52-07:00,2018,9,9,18,43,52,Povo retardado perguntando do Bozonaro no ao vivo do debate 😂😂😂,retardar perguntar bozonaro o o o viver debater 😂 😂 😂
PauloNolasco11,2018-09-09 18:43:52-07:00,2018,9,9,18,43,52,@kimpkat Debate?? Kkkk não me faça rir,@kimpkat debater ? ? kkkk rir
